agency,local_identifier,activity,status,decision,valid_from,valid_to,date_format,link[1],link_display_name[1],file[1].original_location,file[1].display_name,file[1].report_language[1],institution[1].identifier[1],programme[1].name_primary,programme[1].qualification_primary,programme[1].qf_ehea_level,programme[2].name_primary,programme[2].qualification_primary,programme[2].qf_ehea_level
ARACIS,UAUIMB-September28,institutional review,1,1,2017-09-28,2022-09-28,%Y-%m-%d,http://www.aracis.ro/rezultate-evaluari/evaluari-institutionale/rezultate/universitatea-de-arhitectura-si-urbanism-ion-mincu-din-bucuresti/,View report on ARACIS page,http://www.aracis.ro/uploads/media/Raport_Departament_de_evaluare_13882b.pdf,Report,rom,S003,Architecture,BA,second cycle,Furniture and Interior Design,BA,second cycle
