agency,contributing_agencies[1],local_identifier,activity[1].id,activity[2].group,status,decision,valid_from,valid_to,date_format,file[1].original_location,file[1].display_name,file[1].report_language[1],institution[1].eter_id,institution[2].eter_id,institution[3].eter_id,institution[4].eter_id,programme[1].identifier[1],programme[1].name_primary,programme[1].qualification_primary,programme[1].nqf_level,programme[1].qf_ehea_level,programme[1].degree_outcome,other_comment
MusiQuE,NVAO,EAMT-September13,182,499,voluntary,not applicable,2014-01-15,2018-01-30,%Y-%m-%d,http://www.musique-qe.eu/userfiles/File/final-reportaec-programme-reviewcopeco.pdf,Review report,eng,EE0022,SE0037,FR0164,DE0156,MusiQuE18,CoPeCo – Masters in Contemporary Performance and Composition,Master (no joint degree),level 6,second cycle,Yes,"CoPeCo  is  a  joint  study  programme,  i.e. a programme to be carried out jointly by several institutions in different countries, and which does not lead to a joint degree. Quality enhancement review of the Contemporay Performance and Composition joint programme coordinated by the Estonian Academy of Music and Theater."
